EventID	TotalHits	UniqueHits	Ratio
2685	8833	2863	0.324125
2693	105	15	0.142857
2695	232	232	1
2696	263	263	1
2697	677	601	0.88774
2698	25528	2198	0.0861015
2699	2396	269	0.11227
2700	13	13	1
2701	12627	1371	0.108577
2702	56	56	1
2703	121	17	0.140496
2704	690	592	0.857971
2707	1632	1331	0.815564
2708	2359	1239	0.525223
2710	76	76	1
2712	305	305	1
2714	12928	2695	0.208462
2717	4239	3726	0.878981
2718	443	57	0.128668
2720	3163	532	0.168195
2722	4046	828	0.204647
2724	263	79	0.30038
2726	1718	215	0.125146
2727	119	17	0.142857
2730	16160	1797	0.1112
2736	168	21	0.125
2737	65	65	1
2743	463	463	1
2744	75	75	1
2746	12822	1746	0.136172
2747	57	9	0.157895
2748	543	83	0.152855
2755	305	113	0.370492
2756	55	55	1
2758	1934	1607	0.83092
2759	177	177	1
2764	42	42	1
2765	5249	910	0.173366
2766	6109	822	0.134556
2771	9567	2267	0.23696
2773	53	53	1
2775	1093	606	0.554437
2776	8242	1125	0.136496
2777	1758	255	0.145051
2781	2095	293	0.139857
2782	72	72	1
2783	184	23	0.125
2785	793	88	0.110971
2786	1240	376	0.303226
2787	3109	2274	0.731425
2788	1899	1871	0.985255
2789	754	754	1
2790	763	763	1
2798	59	59	1
2800	1012	928	0.916996
2802	7717	2093	0.271219
2805	307	43	0.140065
2807	112	14	0.125
2808	11803	2849	0.241379
2814	823	497	0.603888
2815	3299	1176	0.356472
2817	17657	2339	0.132469
2822	2284	207	0.0906305
2824	32	32	1
2825	172	28	0.162791
2826	1033	1033	1
2827	711	183	0.257384
2828	1057	782	0.73983
2829	2722	1211	0.444893
2830	157	157	1
2831	1942	1756	0.904222
2833	3510	2824	0.804558
2836	353	220	0.623229
2837	23	23	1
2840	11	11	1
2841	28	28	1
2842	19	19	1
2845	304	38	0.125
2847	9275	1245	0.134232
2849	1280	1189	0.928906
2853	109	109	1
2854	1153	195	0.169124
2856	103	33	0.320388
2857	21	21	1
2858	3834	616	0.160668
2860	93	93	1
2862	498	79	0.158635
2864	197	149	0.756345
2865	4056	851	0.209813
2866	70	10	0.142857
2867	1693	1386	0.818665
2868	26	26	1
2870	192	24	0.125
2871	150	81	0.54
2874	18	18	1
2876	1757	1682	0.957314
2879	1509	1509	1
2880	119	53	0.445378
2881	1246	1186	0.951846
2886	1202	1202	1
2888	19	19	1
2889	918	918	1
2890	264	33	0.125
2892	503	83	0.16501
2893	11875	1024	0.0862316
2894	30	26	0.866667
2895	168	24	0.142857
2900	29	29	1
2902	13908	2638	0.189675
2903	329	329	1
2905	84	28	0.333333
2907	7387	2192	0.296738
2908	100	100	1
2910	690	600	0.869565
2911	1566	1566	1
2912	2102	923	0.439106
2915	198	42	0.212121
2916	178	45	0.252809
2918	10	10	1
2920	84	84	1
2926	12031	1996	0.165905
2927	183	111	0.606557
2930	160	21	0.13125
2932	7237	829	0.11455
2934	38	38	1
2935	523	498	0.952199
2938	8385	857	0.102206
2940	3114	579	0.185934
2945	597	91	0.152429
2948	6044	706	0.11681
2952	22	22	1
2954	1530	962	0.628758
2956	57	57	1
2958	1933	1786	0.923952
2963	63	9	0.142857
2964	22	22	1
2965	174	33	0.189655
2970	10330	1009	0.0976767
2971	229	71	0.310044
2972	374	374	1
2974	6	6	1
2975	70	70	1
2977	966	875	0.905797
2982	13	13	1
2986	391	391	1
2988	333	333	1
2997	549	103	0.187614
3000	11600	1033	0.0890517
3001	22388	2489	0.111176
3003	210	30	0.142857
3004	746	587	0.786863
3006	642	431	0.67134
3007	6	6	1
3008	1250	902	0.7216
3009	3172	2650	0.835435
3010	5570	471	0.0845601
3011	221	70	0.316742
3014	53	17	0.320755
3015	210	30	0.142857
3017	135	51	0.377778
3018	70	10	0.142857
3020	779	98	0.125802
3021	569	497	0.873462
3022	590	70	0.118644
3023	783	111	0.141762
3025	1311	160	0.122044
3026	2466	254	0.103001
3027	3688	815	0.220987
3030	414	46	0.111111
3032	12833	2474	0.192784
3036	33	33	1
3039	378	54	0.142857
3040	912	828	0.907895
3041	282	282	1
3042	1662	1245	0.749097
3044	1952	1952	1
3047	680	382	0.561765
3048	45	45	1
3054	297	70	0.23569
3055	14335	2656	0.185281
3056	70	70	1
3062	2019	552	0.273403
3066	685	431	0.629197
3067	184	23	0.125
3071	478	106	0.221757
3072	33	33	1
3075	49	7	0.142857
3079	7576	2421	0.319562
3080	567	303	0.534392
3081	34	34	1
3084	8925	3090	0.346218
3090	254	254	1
3093	85	85	1
3095	3796	3113	0.820074
3098	992	688	0.693548
3100	3363	1586	0.471603
3103	168	58	0.345238
3105	183	27	0.147541
3106	752	631	0.839096
3107	3907	1255	0.321218
3108	1537	234	0.152245
3109	19668	3724	0.189343
3110	758	758	1
3112	453	453	1
3116	2122	832	0.392083
3122	225	42	0.186667
3124	120	15	0.125
3128	693	693	1
3130	158	158	1
3133	89	89	1
3140	196	27	0.137755
3142	226	86	0.380531
3143	2220	597	0.268919
3144	9	9	1
3145	412	412	1
3147	1612	1201	0.745037
3149	11502	1244	0.108155
3151	204	204	1
3152	827	827	1
3158	599	485	0.809683
3159	3911	590	0.150857
3161	733	187	0.255116
3163	2123	249	0.117287
3164	622	622	1
3167	1290	620	0.48062
3168	328	328	1
3170	7361	863	0.11724
3172	548	75	0.136861
3174	1790	1008	0.563128
3175	505	93	0.184158
3176	6171	592	0.0959326
3177	92	92	1
3181	344	344	1
3182	774	774	1
3183	157	157	1
3184	1040	705	0.677885
3187	356	100	0.280899
3188	230	230	1
3191	1257	1058	0.841687
3193	439	235	0.535308
3198	18	18	1
3204	1219	193	0.158326
3206	80	11	0.1375
3208	1353	1353	1
3209	2762	2754	0.997104
3210	456	40	0.0877193
3212	328	148	0.45122
3217	1223	175	0.143091
3218	560	375	0.669643
3219	1670	1591	0.952695
3225	111	111	1
3226	15	15	1
3229	403	55	0.136476
3231	11091	1154	0.104048
3233	4349	830	0.190848
3234	1115	1115	1
3239	329	227	0.68997
3241	2808	516	0.183761
3243	3970	1464	0.368766
3247	6791	791	0.116478
3250	442	49	0.11086
3251	63	63	1
3252	260	260	1
3257	32	32	1
3259	71	71	1
3260	3002	311	0.103598
3262	4217	3402	0.806735
3263	10	10	1
3264	1104	128	0.115942
3265	637	77	0.120879
3271	66	66	1
3273	1871	205	0.109567
3280	54	54	1
3281	581	111	0.19105
3283	61	61	1
3284	3017	1225	0.406032
3285	4166	1349	0.323812
3287	2695	1851	0.686827
3288	188	188	1
3290	5959	960	0.161101
3293	6905	1869	0.270673
3294	241	241	1
3295	114	15	0.131579
3296	1607	606	0.3771
3297	184	79	0.429348
3298	341	96	0.281525
3300	867	326	0.376009
3301	282	282	1
3302	6291	1024	0.162772
3304	5	5	1
3305	8	2	0.25
3307	690	628	0.910145
3309	3616	3281	0.907356
3312	295	35	0.118644
3314	420	60	0.142857
3316	9020	1624	0.180044
3317	779	775	0.994865
3319	229	85	0.371179
3322	2722	461	0.169361
3326	235	32	0.13617
3328	58	58	1
3329	2250	2250	1
3332	243	53	0.218107
3334	1270	1123	0.884252
3336	8481	1871	0.220611
3337	394	231	0.586294
3339	131	131	1
3341	1578	282	0.178707
3343	3094	3094	1
3345	97	22	0.226804
3346	1360	1354	0.995588
3348	2198	1965	0.893995
3353	2059	263	0.127732
3354	1039	142	0.13667
3357	398	398	1
3358	5764	689	0.119535
3359	71	71	1
3360	70	70	1
3362	69	13	0.188406
3363	120	120	1
3364	478	478	1
3365	31	31	1
3367	11849	3179	0.268293
3370	8420	1087	0.129097
3371	385	123	0.319481
3373	390	72	0.184615
3375	917	175	0.19084
3379	24	24	1
3380	119	17	0.142857
3381	277	51	0.184116
3382	206	31	0.150485
3383	40	40	1
3385	662	123	0.185801
3386	1040	132	0.126923
3392	41	19	0.463415
3397	1742	1588	0.911596
3398	738	87	0.117886
3401	6417	2859	0.445535
3402	32	32	1
3403	27	27	1
3405	360	60	0.166667
3406	105	105	1
3407	168	24	0.142857
3409	413	73	0.176755
3412	112	16	0.142857
3413	274	132	0.481752
3414	10	10	1
3415	105	105	1
3420	573	573	1
3423	4737	562	0.11864
3427	6575	742	0.112852
3428	274	38	0.138686
3430	876	139	0.158676
3432	187	187	1
3433	326	326	1
3435	2103	396	0.188302
3436	1307	1307	1
3438	8002	951	0.118845
3439	7	7	1
3440	5796	536	0.0924776
3441	128	16	0.125
3444	772	597	0.773316
3445	8	8	1
3448	400	46	0.115
3449	26	26	1
3454	3416	2835	0.829918
3455	2380	285	0.119748
3458	9974	1931	0.193603
3459	518	462	0.891892
3460	673	673	1
3461	3382	2759	0.815789
3462	946	946	1
3464	377	50	0.132626
3467	2198	1453	0.661056
3468	16	16	1
3469	233	233	1
3471	170	170	1
3473	400	55	0.1375
3474	257	257	1
3476	314	68	0.216561
3478	188	188	1
3480	356	44	0.123596
3481	99	99	1
3482	2763	2015	0.72928
3483	433	240	0.554273
3485	42	14	0.333333
3486	2832	642	0.226695
3487	5303	1240	0.23383
3488	8568	3656	0.426704
3490	1314	529	0.402588
3492	184	38	0.206522
3495	526	71	0.134981
3497	2321	1886	0.812581
3499	245	35	0.142857
3502	1089	1089	1
3503	2415	2415	1
3504	7079	827	0.116824
3506	1975	636	0.322025
3507	2757	2595	0.94124
3509	887	507	0.57159
3510	2583	2208	0.85482
3511	5383	3874	0.719673
3514	593	394	0.664418
3515	72	72	1
3516	223	151	0.67713
3521	5033	668	0.132724
3523	93	93	1
3524	476	62	0.130252
3525	136	17	0.125
3526	1608	1361	0.846393
3529	56	56	1
3531	10	10	1
3534	1882	313	0.166312
3535	170	80	0.470588
3537	4123	555	0.134611
3538	44	44	1
3546	203	203	1
3547	360	66	0.183333
3548	2605	286	0.109789
3549	706	86	0.121813
3551	233	49	0.2103
3555	15496	2488	0.160558
3557	10	10	1
3558	727	670	0.921596
3561	774	507	0.655039
3562	128	128	1
3563	1467	1285	0.875937
3567	331	43	0.129909
3570	826	81	0.098063
3571	168	24	0.142857
3572	154	154	1
3573	104	104	1
3575	868	868	1
3578	59	59	1
3581	2438	1046	0.42904
3586	203	203	1
3588	197	43	0.218274
3592	1000	492	0.492
3593	329	42	0.12766
3596	16303	1470	0.0901675
3598	18	18	1
3604	211	99	0.469194
3606	1091	1091	1
3608	1138	1138	1
3610	46	46	1
3613	737	737	1
3617	79	79	1
3622	1175	135	0.114894
3623	112	14	0.125
3624	1593	1057	0.663528
3625	1809	530	0.29298
3632	1629	150	0.092081
3633	20379	3075	0.150891
3634	136	136	1
3635	1993	322	0.161565
3638	3121	2776	0.889459
3639	2233	619	0.277206
3642	2253	2013	0.893475
3644	63	63	1
3649	25	25	1
3650	13	13	1
3655	22	22	1
3656	858	831	0.968531
3657	2138	1343	0.628157
3665	1544	182	0.117876
3668	387	387	1
3671	76	34	0.447368
3673	2131	2123	0.996246
3675	154	22	0.142857
3676	2044	224	0.109589
3677	553	553	1
3680	11913	1534	0.128767
3684	11802	1557	0.131927
3685	56	56	1
3686	521	521	1
3688	57	57	1
3689	1314	1314	1
3690	2478	806	0.325262
3693	4410	522	0.118367
3695	528	80	0.151515
3700	2398	1920	0.800667
3701	48	48	1
3702	654	612	0.93578
3703	109	37	0.33945
3706	328	41	0.125
3707	2335	268	0.114775
3708	766	115	0.150131
3709	3364	367	0.109096
3710	44	44	1
3711	6	2	0.333333
3712	226	34	0.150442
3714	1471	1047	0.711761
3715	631	631	1
3716	629	510	0.810811
3717	46	46	1
3719	2892	338	0.116874
3721	21768	3941	0.181046
3723	12914	2542	0.196841
3725	56	7	0.125
3726	33	33	1
3728	1390	176	0.126619
3732	276	276	1
3734	31	31	1
3737	2770	604	0.218051
3739	349	349	1
3740	1251	955	0.763389
3742	12	12	1
3747	28	28	1
3748	591	417	0.705584
3752	54	54	1
3753	3026	1963	0.648711
3754	378	60	0.15873
3756	1946	1525	0.783659
3760	197	197	1
3765	547	547	1
3766	274	54	0.19708
3768	167	22	0.131737
3769	2224	1533	0.689299
3771	17	17	1
3772	509	60	0.117878
3773	864	346	0.400463
3775	33	33	1
3776	543	543	1
3777	134	109	0.813433
3778	985	985	1
3782	176	44	0.25
3783	77	11	0.142857
3784	710	383	0.539437
3785	63	63	1
3786	371	119	0.320755
3787	354	354	1
3788	38	38	1
3789	320	208	0.65
3796	8622	1626	0.188587
3797	5	5	1
3798	124	124	1
3807	268	35	0.130597
3809	4706	433	0.0920102
3811	9261	1330	0.143613
3812	880	880	1
3816	19	19	1
3819	14	14	1
3822	4278	934	0.218326
3825	5620	1380	0.245552
3828	364	364	1
3831	70	10	0.142857
3834	184	51	0.277174
3838	3282	1226	0.373553
3839	39	39	1
3841	104	104	1
3848	56	8	0.142857
3852	3262	304	0.0931944
3855	3907	2827	0.723573
3858	234	234	1
3860	1842	211	0.114549
3863	12	12	1
3866	1025	153	0.149268
3868	3155	2517	0.797781
3871	7534	2988	0.396602
3875	610	610	1
3876	28	28	1
3878	869	654	0.752589
3879	33	33	1
3882	669	669	1
3886	154	22	0.142857
3887	142	142	1
3894	685	117	0.170803
3895	125	125	1
3898	55	55	1
3899	1251	1251	1
3900	266	48	0.180451
3903	1001	925	0.924076
3904	438	48	0.109589
3916	3482	422	0.121195
3917	2830	424	0.149823
3919	6457	784	0.121419
3920	8	3	0.375
3922	595	234	0.393277
3923	108	18	0.166667
3925	1028	680	0.661479
3927	9	9	1
3928	28	28	1
3930	591	324	0.548223
3931	1443	159	0.110187
3933	793	483	0.609079
3936	12579	2287	0.181811
3937	3463	1550	0.447589
3938	262	262	1
3942	901	661	0.733629
3943	1322	1040	0.786687
3948	761	546	0.717477
3951	53	53	1
3954	52	52	1
3957	4343	567	0.130555
3959	553	485	0.877034
3960	29135	2347	0.080556
3961	1629	272	0.166974
3962	41	41	1
3963	30	30	1
3967	546	546	1
3968	744	684	0.919355
3970	105	63	0.6
3972	4580	474	0.103493
3973	239	31	0.129707
3975	10904	1040	0.0953778
3976	633	68	0.107425
3977	10393	1566	0.150678
3980	14428	1941	0.13453
3982	80	10	0.125
3989	505	345	0.683168
3990	131	131	1
3993	201	201	1
3994	173	134	0.774566
3999	11948	1543	0.129143
4001	364	364	1
4005	219	219	1
4007	6241	2122	0.34001
4009	4374	2373	0.542524
4011	15	15	1
4012	186	186	1
4014	77	11	0.142857
4015	3355	927	0.276304
4016	8643	1601	0.185237
4017	318	240	0.754717
4021	220	27	0.122727
4022	483	483	1
4023	34	34	1
4025	4357	1075	0.246729
4027	13	13	1
4030	770	512	0.664935
4033	494	61	0.123482
4036	3079	2844	0.923677
4037	5183	2642	0.509743
4038	36	36	1
4039	2944	392	0.133152
4040	91	13	0.142857
4043	83	83	1
4044	403	403	1
4045	205	205	1
4046	240	30	0.125
4047	86	86	1
4049	2142	229	0.106909
4050	1530	128	0.0836601
4052	827	827	1
4053	6338	639	0.10082
4056	463	463	1
4058	1874	1874	1
4061	278	165	0.593525
4065	720	578	0.802778
4069	6507	580	0.0891348
4070	4975	1376	0.276583
4072	94	94	1
4073	397	397	1
4076	3891	346	0.0889232
4079	252	36	0.142857
4080	216	27	0.125
4081	9985	1407	0.140911
4084	21883	2245	0.102591
4085	14774	2119	0.143428
4086	152	19	0.125
4087	56	8	0.142857
4088	445	61	0.137079
4089	915	915	1
4091	11	11	1
4095	274	204	0.744526
4097	201	39	0.19403
4102	28	28	1
4106	20721	2757	0.133053
4107	444	52	0.117117
4108	3366	1517	0.450683
4109	656	614	0.935976
4110	37	37	1
4111	12	12	1
4112	29	29	1
4113	1866	200	0.107181
4114	293	293	1
4115	887	659	0.742954
4117	7802	919	0.11779
4118	188	188	1
4119	8005	1849	0.230981
4123	13750	1512	0.109964
4125	18	18	1
4128	13211	2012	0.152297
4132	334	334	1
4136	344	344	1
4138	122	16	0.131148
4139	114	114	1
4141	21	21	1
4143	526	315	0.598859
4147	72	72	1
4148	2137	2067	0.967244
4149	129	129	1
4150	2099	882	0.4202
4151	450	415	0.922222
4157	190	190	1
4158	31	31	1
4161	10444	951	0.0910571
4162	29	29	1
4163	217	217	1
4164	315	185	0.587302
4165	469	97	0.206823
4167	189	27	0.142857
4170	204	204	1
4172	2519	2519	1
4177	116	116	1
4178	5717	3612	0.6318
4181	6473	567	0.0875946
4182	28	4	0.142857
4185	391	319	0.815857
4189	2057	1839	0.89402
4191	6395	755	0.118061
4192	238	41	0.172269
4193	120	19	0.158333
4194	1693	1338	0.790313
4195	7829	710	0.0906885
4196	14951	1190	0.0795933
4197	92	29	0.315217
4198	608	75	0.123355
4202	18	18	1
4205	8	8	1
4206	296	170	0.574324
4207	34	34	1
4212	137	44	0.321168
4214	751	751	1
4215	215	215	1
4218	697	697	1
4219	133	19	0.142857
4220	1884	1293	0.686306
4221	1471	619	0.420802
4222	12416	1456	0.117268
4223	116	38	0.327586
4226	128	126	0.984375
4231	191	93	0.486911
4233	70	10	0.142857
4237	5107	2076	0.406501
4240	128	17	0.132812
4241	13390	1980	0.147872
4243	234	146	0.623932
4250	101	21	0.207921
4252	45	45	1
4257	1935	1617	0.835659
4262	547	227	0.414991
4263	564	68	0.120567
4266	413	57	0.138015
4267	648	109	0.16821
4268	56	8	0.142857
4269	91	13	0.142857
4271	149	149	1
4273	1508	1436	0.952255
4276	97	97	1
4282	74	74	1
4284	466	167	0.358369
4285	9560	1943	0.203243
4286	1488	1480	0.994624
4288	1142	179	0.156743
4290	327	44	0.134557
4292	2306	1976	0.856895
4293	2194	679	0.30948
4294	123	32	0.260163
4297	19	19	1
4302	66	10	0.151515
4307	3754	3299	0.878796
4308	102	102	1
4313	2104	1559	0.74097
4315	2409	2353	0.976754
4320	4308	2938	0.681987
4323	1497	672	0.448898
4324	31	31	1
4326	2745	1790	0.652095
4327	366	87	0.237705
4328	2428	1730	0.712521
4329	1038	1038	1
4330	8	8	1
4331	2361	2361	1
4332	79	13	0.164557
4333	38	38	1
4334	1241	253	0.203868
4335	477	64	0.134172
4336	12721	2097	0.164846
4339	16149	3325	0.205895
4340	1829	1829	1
4343	75	65	0.866667
4347	207	62	0.299517
4356	212	47	0.221698
4357	351	49	0.139601
4360	1473	1208	0.820095
4361	988	920	0.931174
4362	232	232	1
4364	10978	2037	0.185553
4365	104	13	0.125
4367	12	12	1
4369	1113	1113	1
4373	885	256	0.289266
4375	99	59	0.59596
4378	9	9	1
4382	1042	739	0.709213
4384	312	98	0.314103
4386	973	818	0.840699
4387	3387	2385	0.704163
4388	23	23	1
4399	84	12	0.142857
4401	1477	586	0.39675
4403	1320	183	0.138636
4410	50	50	1
4414	680	680	1
4415	112	35	0.3125
4416	55	19	0.345455
4422	9450	803	0.0849735
4425	271	35	0.129151
4427	132	132	1
4429	1183	1183	1
4430	8	2	0.25
4431	5921	798	0.134775
4432	105	51	0.485714
4435	601	538	0.895175
4436	921	123	0.13355
4441	20	20	1
4442	325	185	0.569231
4445	238	34	0.142857
4446	52	52	1
4447	97	97	1
4449	130	94	0.723077
4458	225	135	0.6
4460	513	513	1
4464	2280	378	0.165789
4466	171	68	0.397661
4469	251	251	1
4478	2747	2080	0.75719
4479	14851	1618	0.108949
4480	45	45	1
4482	30	30	1
4484	36	6	0.166667
4486	200	200	1
4488	518	518	1
4491	15	15	1
4492	21	21	1
4493	12419	1068	0.0859973
4494	585	585	1
4497	15	15	1
4499	617	289	0.468395
4500	822	108	0.131387
4501	1488	1488	1
4502	829	829	1
4503	2675	521	0.194766
4504	35	35	1
4506	178	178	1
4507	11332	1966	0.173491
4508	10296	3133	0.304293
4509	194	169	0.871134
4511	16810	2778	0.165259
4512	8816	1353	0.153471
4514	4575	872	0.190601
4515	1470	425	0.289116
4516	385	385	1
4519	10	10	1
4521	13935	2961	0.212487
4523	3237	3037	0.938214
4526	4041	525	0.129918
4527	352	44	0.125
4529	617	69	0.111831
4533	800	128	0.16
4535	877	653	0.744584
4536	1024	761	0.743164
4540	11594	1223	0.105486
4544	3106	2800	0.901481
4546	15964	3346	0.209597
4547	3151	900	0.285624
4548	10196	2309	0.226461
4549	2365	2225	0.940803
4551	1165	1165	1
4552	95	35	0.368421
4553	196	88	0.44898
4556	1279	1080	0.84441
4559	106	18	0.169811
4562	542	62	0.114391
4563	11	11	1
4564	522	453	0.867816
4566	20	4	0.2
4567	16	16	1
4569	915	915	1
4571	84	12	0.142857
4573	31	31	1
4574	10605	2685	0.253182
4581	6761	795	0.117586
4585	5302	1836	0.346284
4586	76	76	1
4587	5147	543	0.105498
4589	2257	1658	0.734603
4593	81	81	1
4594	425	57	0.134118
4596	5270	1498	0.28425
4599	3946	998	0.252914
4600	6745	688	0.102001
4604	80	10	0.125
4605	493	493	1
4606	18	18	1
4607	2000	1589	0.7945
4609	119	17	0.142857
4610	3710	683	0.184097
4611	5158	628	0.121753
4615	16858	2404	0.142603
4616	243	159	0.654321
4617	94	94	1
4618	49	49	1
4620	44	44	1
4621	335	43	0.128358
4622	224	224	1
4623	101	31	0.306931
4624	169	39	0.230769
4626	1072	133	0.124067
4627	144	22	0.152778
4628	889	829	0.932508
4630	4487	525	0.117005
4631	35	35	1
4633	2238	411	0.183646
4634	1171	1171	1
4636	103	25	0.242718
4638	104	104	1
4640	406	256	0.630542
4641	304	38	0.125
4643	217	31	0.142857
4647	206	158	0.76699
4650	4452	3265	0.733378
4651	2932	613	0.209072
4652	5365	763	0.142218
4653	7719	2807	0.363648
4654	679	192	0.282769
4656	7872	1477	0.187627
4657	987	987	1
4659	770	770	1
4662	2764	2122	0.767728
4665	221	221	1
4667	841	632	0.751486
4668	1332	746	0.56006
4670	324	79	0.243827
4673	2808	381	0.135684
4674	2665	2363	0.886679
4677	425	425	1
4679	1177	885	0.751912
4683	18934	2982	0.157494
4686	15225	1635	0.107389
4690	64	64	1
4693	10	2	0.2
4695	876	110	0.125571
4696	204	73	0.357843
4697	133	17	0.12782
4699	3442	401	0.116502
4700	38	38	1
4703	173	173	1
4709	117	75	0.641026
4712	37	37	1
4715	420	48	0.114286
4716	128	16	0.125
4717	585	74	0.126496
4720	166	166	1
4721	49	7	0.142857
4722	81	15	0.185185
4730	713	713	1
4732	180	96	0.533333
4733	98	14	0.142857
4734	477	58	0.121593
4737	8798	1553	0.176517
4739	1090	164	0.150459
4744	1828	1382	0.756018
4746	3447	1693	0.491152
4747	103	14	0.135922
4749	16	16	1
4751	12	12	1
4753	540	128	0.237037
4756	1413	1061	0.750885
4757	11	11	1
4761	304	40	0.131579
4763	5983	1212	0.202574
4765	29	29	1
4768	189	189	1
4774	190	190	1
4775	75	31	0.413333
4777	170	22	0.129412
4778	1713	1713	1
4779	4351	3884	0.892668
4782	1002	129	0.128743
4784	793	679	0.856242
4785	4788	592	0.123642
4786	118	18	0.152542
4787	287	287	1
4789	151	151	1
4791	4667	2651	0.568031
4794	79	54	0.683544
4797	201	40	0.199005
4803	505	505	1
4805	2764	423	0.153039
4806	6910	1880	0.272069
4808	34	34	1
4809	427	402	0.941452
4810	1474	521	0.35346
4812	7234	1119	0.154686
4815	1346	1346	1
4816	4551	521	0.11448
4818	71	71	1
4819	235	35	0.148936
4822	11	11	1
4823	144	18	0.125
4827	533	86	0.161351
4828	6216	1681	0.270431
4831	1376	160	0.116279
4833	17	17	1
4836	25	25	1
4837	73	73	1
4838	203	203	1
4839	379	49	0.129288
4840	436	172	0.394495
4842	1197	1035	0.864662
4843	72	22	0.305556
4845	5087	1213	0.238451
4846	873	873	1
4849	215	215	1
4851	332	332	1
4853	132	132	1
4854	41	41	1
4855	8425	1832	0.217448
4860	207	153	0.73913
4862	103	103	1
4868	1412	142	0.100567
4869	11	11	1
4871	10580	2453	0.231853
4872	1302	156	0.119816
4875	223	223	1
4877	3612	711	0.196844
4881	233	183	0.785408
4882	1391	556	0.399712
4883	318	41	0.128931
4887	980	980	1
4888	90	52	0.577778
4889	99	16	0.161616
4890	2405	298	0.123909
4891	182	26	0.142857
4892	4997	678	0.135681
4893	246	246	1
4894	381	93	0.244094
4895	218	218	1
4896	167	167	1
4897	58	56	0.965517
4898	357	357	1
4903	4565	745	0.163198
4908	745	95	0.127517
4909	161	23	0.142857
4913	466	65	0.139485
4914	293	293	1
4917	1482	1206	0.813765
4920	2009	282	0.140368
4922	1478	189	0.127876
4925	2425	2221	0.915876
4932	167	151	0.904192
4933	687	447	0.650655
4935	266	79	0.296992
4939	158	66	0.417722
4941	457	62	0.135667
4943	19	19	1
4945	1119	109	0.0974084
4949	30	30	1
4951	5182	968	0.1868
4952	1354	1354	1
4957	1055	1055	1
4958	31	31	1
4959	257	257	1
4961	541	89	0.16451
4966	16486	2523	0.153039
4967	4604	541	0.117507
4969	32	32	1
4971	56	8	0.142857
4972	213	43	0.201878
4973	79	79	1
4974	4922	565	0.114791
4975	174	55	0.316092
4976	9360	1269	0.135577
4977	237	237	1
4979	2053	1935	0.942523
4980	3153	400	0.126863
4982	510	322	0.631373
4983	1384	199	0.143786
4984	8	2	0.25
4993	154	154	1
4995	870	107	0.122989
4996	30	30	1
5000	131	66	0.503817
5002	682	82	0.120235
5003	840	840	1
5004	531	66	0.124294
5005	312	43	0.137821
5008	124	32	0.258065
5010	3267	2268	0.694215
5012	23	23	1
5014	1078	834	0.773655
5015	56	10	0.178571
5016	1037	184	0.177435
5017	160	20	0.125
5020	114	114	1
5021	837	548	0.654719
5022	21	21	1
5023	365	170	0.465753
5025	1542	176	0.114137
5027	804	804	1
5029	4774	3347	0.701089
5032	3828	798	0.208464
5034	245	32	0.130612
5035	112	112	1
5036	745	96	0.128859
5037	84	84	1
5041	2111	268	0.126954
5043	6975	557	0.0798566
5044	186	42	0.225806
5048	18502	2064	0.111556
5053	52	52	1
5056	35	35	1
5057	716	124	0.173184
5059	751	639	0.850866
5060	4968	691	0.13909
5061	112	14	0.125
5062	1723	299	0.173535
5063	143	143	1
5064	1488	1355	0.910618
5066	1939	1813	0.935018
5068	47	47	1
5069	228	42	0.184211
5071	53	53	1
5072	1636	187	0.114303
5076	105	15	0.142857
5078	1805	1523	0.843767
5079	328	44	0.134146
5080	8074	888	0.109983
5082	39	39	1
5083	32	32	1
5087	53	53	1
5090	216	216	1
5091	30	30	1
5092	10	2	0.2
5097	264	33	0.125
5104	1954	1580	0.808598
5110	1287	1036	0.804973
5113	41	41	1
5115	2177	1777	0.816261
5116	167	89	0.532934
5118	3537	381	0.107718
5119	56	7	0.125
5120	208	28	0.134615
5121	416	416	1
5128	98	98	1
5129	4962	1503	0.302902
5135	40	40	1
5136	110	110	1
5139	56	8	0.142857
5140	77	11	0.142857
5141	151	151	1
5142	1267	1068	0.842936
5146	6998	2219	0.317091
5148	1258	971	0.77186
5149	188	96	0.510638
5154	1490	1090	0.731544
5155	2085	216	0.103597
5156	305	109	0.357377
5158	432	179	0.414352
5159	1357	158	0.116433
5163	168	21	0.125
5164	22	22	1
5167	1245	430	0.345382
5169	136	17	0.125
5170	115	43	0.373913
5171	857	673	0.785298
5174	152	19	0.125
5176	626	83	0.132588
5177	20	20	1
5182	3010	2812	0.934219
5184	1513	1513	1
5186	1183	991	0.837701
5189	774	774	1
5191	1671	1184	0.708558
5195	347	200	0.576369
5198	305	38	0.12459
5202	889	889	1
5208	11	11	1
5210	775	370	0.477419
5211	170	32	0.188235
5213	3482	1175	0.33745
5219	547	547	1
5225	21	21	1
5228	33	33	1
5229	238	30	0.12605
5230	238	238	1
5231	134	134	1
5232	12	12	1
5233	252	36	0.142857
5235	188	66	0.351064
5236	564	203	0.359929
5239	155	155	1
5240	58	10	0.172414
5241	1449	1213	0.837129
5242	1850	1006	0.543784
5243	353	281	0.796034
5245	28	28	1
5253	241	211	0.875519
5254	2664	2597	0.97485
5259	7219	902	0.124948
5261	175	25	0.142857
5263	58	58	1
5264	716	572	0.798883
5266	103	55	0.533981
5267	757	103	0.136063
5269	122	122	1
