EventID	TotalHits	UniqueHits	Ratio
5270	3475	468	0.134676
5273	33	33	1
5277	8739	1295	0.148186
5279	2278	1266	0.555751
5280	2312	1434	0.620242
5281	13	13	1
5285	1163	714	0.613929
5287	12331	1836	0.148893
5290	558	480	0.860215
5291	498	46	0.0923695
5293	234	234	1
5295	10	10	1
5296	7274	803	0.110393
5298	49	49	1
5300	2334	1565	0.670523
5302	196	196	1
5303	2221	2221	1
5307	33	33	1
5309	48	48	1
5314	1960	259	0.132143
5315	105	15	0.142857
5316	314	64	0.203822
5317	380	50	0.131579
5319	52	52	1
5322	132	17	0.128788
5324	243	243	1
5327	236	91	0.385593
5328	98	14	0.142857
5330	30	30	1
5332	48	44	0.916667
5333	312	312	1
5337	171	24	0.140351
5338	6149	757	0.123109
5339	437	74	0.169336
5340	56	56	1
5341	203	29	0.142857
5342	242	242	1
5343	4314	4090	0.948076
5345	907	123	0.135612
5347	2617	298	0.113871
5348	2422	2131	0.879851
5349	14	14	1
5354	1068	327	0.30618
5356	134	44	0.328358
5360	40	40	1
5361	4021	514	0.127829
5362	12	12	1
5364	88	88	1
5365	189	61	0.322751
5367	240	30	0.125
5371	2523	298	0.118113
5376	277	277	1
5379	104	13	0.125
5380	306	164	0.535948
5382	952	123	0.129202
5385	119	17	0.142857
5388	206	28	0.135922
5389	855	851	0.995322
5390	2398	1989	0.829441
5392	493	493	1
5405	1556	225	0.144602
5409	9293	1264	0.136016
5412	11077	1512	0.136499
5413	507	507	1
5414	502	423	0.842629
5419	3392	350	0.103184
5421	1184	602	0.508446
5422	1284	171	0.133178
5423	3903	3732	0.956188
5424	603	91	0.150912
5426	215	33	0.153488
5427	3712	609	0.164062
5431	3267	1504	0.460361
5434	55	55	1
5435	135	135	1
5437	125	59	0.472
5441	143	143	1
5443	747	221	0.29585
5445	281	281	1
5448	224	74	0.330357
5449	1145	122	0.10655
5454	154	22	0.142857
5457	614	105	0.17101
5461	228	53	0.232456
5466	376	376	1
5467	256	256	1
5470	29573	2219	0.0750347
5471	492	492	1
5472	1794	205	0.11427
5473	1655	241	0.145619
5476	313	35	0.111821
5480	1980	490	0.247475
5481	7122	1621	0.227605
5482	83	83	1
5488	28	28	1
5491	766	766	1
5492	47	47	1
5493	104	32	0.307692
5494	222	60	0.27027
5498	14079	2013	0.142979
5505	510	123	0.241176
5506	295	39	0.132203
5511	19	19	1
5517	1432	163	0.113827
5520	26	26	1
5524	504	63	0.125
5527	144	39	0.270833
5529	156	23	0.147436
5530	514	401	0.780156
5531	272	74	0.272059
5532	6893	1350	0.195851
5536	117	28	0.239316
5537	638	80	0.125392
5538	16	16	1
5540	4086	2243	0.548948
5542	343	49	0.142857
5543	77	11	0.142857
5544	619	619	1
5546	7066	546	0.0772714
5547	1076	1076	1
5549	85	85	1
5551	130	53	0.407692
5555	1269	1269	1
5556	1002	721	0.719561
5558	418	86	0.205742
5560	307	35	0.114007
5561	60	60	1
5563	240	177	0.7375
5564	6925	2471	0.356823
5568	832	512	0.615385
5569	579	579	1
5571	3361	2849	0.847664
5574	3292	901	0.273694
5578	476	476	1
5579	10006	2249	0.224765
5581	1826	214	0.117196
5583	315	315	1
5584	698	698	1
5586	808	731	0.904703
5587	14	14	1
5590	35	35	1
5592	9812	1353	0.137892
5595	1188	877	0.738215
5596	209	209	1
5598	1391	1310	0.941769
5607	44	44	1
5613	742	742	1
5615	10120	1972	0.194862
5616	63	9	0.142857
5619	408	86	0.210784
5620	26	26	1
5626	47	47	1
5627	4619	1166	0.252436
5628	188	28	0.148936
5631	97	97	1
5633	37	37	1
5635	102	102	1
5639	88	11	0.125
5644	2016	1686	0.83631
5647	135	135	1
5648	2	2	1
5652	285	219	0.768421
5653	38	38	1
5654	837	108	0.129032
5655	84	12	0.142857
5658	2029	555	0.273534
5659	11	11	1
5666	1631	193	0.118332
5671	493	77	0.156187
5673	314	314	1
5675	2764	324	0.117221
5678	224	28	0.125
5680	19	11	0.578947
5681	1491	179	0.120054
5682	4697	1040	0.221418
5683	4056	525	0.129438
5693	84	84	1
5695	43	43	1
5696	1242	1242	1
5697	6280	1279	0.203662
5698	2705	2305	0.852126
5702	21	21	1
5704	149	72	0.483221
5706	117	117	1
5707	14	14	1
5709	504	504	1
5711	4459	1940	0.435075
5715	6974	1437	0.206051
5721	74	55	0.743243
5722	58	58	1
5724	1149	1149	1
5725	194	194	1
5727	12776	2028	0.158735
5728	1804	1779	0.986142
5729	857	657	0.766628
5730	2771	319	0.115121
5732	27479	3432	0.124895
5735	623	623	1
5736	23958	2718	0.113449
5739	1745	1301	0.745559
5740	650	643	0.989231
5743	2374	2374	1
5744	63	63	1
5745	22496	2403	0.106819
5747	89	89	1
5749	22	22	1
5751	405	54	0.133333
5752	262	33	0.125954
5753	9938	2179	0.219259
5759	89	89	1
5760	1945	1875	0.96401
5762	15	15	1
5764	97	97	1
5765	7675	1358	0.176938
5766	428	356	0.831776
5767	2045	1863	0.911002
5768	252	252	1
5769	230	161	0.7
5772	3824	1412	0.369247
5773	1031	1031	1
5776	3480	3115	0.895115
5777	4256	1342	0.31532
5778	1892	1747	0.923362
5779	4587	435	0.0948332
5783	59	59	1
5786	17	17	1
5792	191	26	0.136126
5793	10171	2110	0.207453
5795	307	307	1
5803	236	32	0.135593
5804	386	386	1
5806	520	387	0.744231
5807	277	277	1
5808	25922	1497	0.0577502
5813	736	736	1
5817	826	787	0.952785
5818	3004	701	0.233356
5821	313	70	0.223642
5822	387	47	0.121447
5826	614	525	0.855049
5827	189	28	0.148148
5834	1717	435	0.253349
5837	112	16	0.142857
5839	512	371	0.724609
5841	1625	170	0.104615
5843	501	302	0.602794
5846	1322	1182	0.8941
5848	1214	1102	0.907743
5849	747	88	0.117805
5852	268	268	1
5854	7928	1573	0.198411
5855	126	126	1
5862	441	441	1
5869	15704	2766	0.176133
5871	5	5	1
5874	43	43	1
5875	2158	1678	0.777572
5878	446	446	1
5882	2399	573	0.23885
5883	1098	876	0.797814
5892	88	11	0.125
5893	3461	395	0.114129
5896	469	84	0.179104
5899	1361	1185	0.870683
5900	767	433	0.564537
5901	107	107	1
5904	14	14	1
5905	65	65	1
5907	7	7	1
5909	167	86	0.51497
5910	109	28	0.256881
5911	11	11	1
5912	989	364	0.368049
5917	3878	487	0.12558
5923	1671	568	0.339916
5924	64	64	1
5926	150	150	1
5931	54	54	1
5933	286	30	0.104895
5934	612	272	0.444444
5935	1109	912	0.822362
5936	59	26	0.440678
5938	63	9	0.142857
5939	30	30	1
5940	279	31	0.111111
5942	794	794	1
5944	66	66	1
5945	202	202	1
5946	301	47	0.156146
5947	1822	1822	1
5952	782	782	1
5953	19	19	1
5954	2477	285	0.115059
5955	7776	2618	0.336677
5962	272	34	0.125
5964	45	45	1
5967	43	43	1
5968	3696	3302	0.893398
5970	189	32	0.169312
5973	38	38	1
5975	3446	1410	0.40917
5978	77	11	0.142857
5986	158	20	0.126582
5987	31	31	1
5989	288	133	0.461806
5991	87	87	1
5993	70	25	0.357143
5997	40	40	1
6001	184	23	0.125
6002	1441	178	0.123525
6003	1226	1226	1
6005	161	89	0.552795
6006	281	37	0.131673
6007	591	328	0.554992
6008	304	38	0.125
6009	82	82	1
6011	19	19	1
6012	15	15	1
6014	245	245	1
6015	12	12	1
6017	3559	2008	0.564203
6020	70	10	0.142857
6024	476	65	0.136555
6028	96	70	0.729167
6031	493	493	1
6032	14658	2608	0.177923
6033	77	11	0.142857
6035	5514	1040	0.188611
6037	95	95	1
6040	25795	3831	0.148517
6042	578	123	0.212803
6043	22	22	1
6044	451	451	1
6046	1007	910	0.903674
6049	586	110	0.187713
6050	68	68	1
6055	1603	938	0.585153
6058	195	195	1
6059	732	732	1
6060	7925	2563	0.323407
6062	280	41	0.146429
6063	174	76	0.436782
6066	7026	1557	0.221605
6067	659	469	0.711684
6068	1443	1345	0.932086
6070	4936	897	0.181726
6071	152	19	0.125
6072	3348	629	0.187873
6075	530	259	0.488679
6076	810	75	0.0925926
6080	304	38	0.125
6086	3060	3052	0.997386
6087	400	60	0.15
6088	18267	1549	0.0847977
6089	16751	3073	0.183452
6091	11793	2777	0.235479
6098	98	14	0.142857
6101	11	11	1
6103	1297	731	0.563608
6104	319	49	0.153605
6106	1519	1309	0.861751
6107	349	87	0.249284
6108	360	106	0.294444
6109	13451	2009	0.149357
6110	14	14	1
6113	71	46	0.647887
6115	2163	1964	0.907998
6117	47	45	0.957447
6118	540	83	0.153704
6119	634	113	0.178233
6122	191	191	1
6126	8621	1010	0.117156
6128	1168	1168	1
6129	1879	298	0.158595
6130	2449	1350	0.551245
6133	56	56	1
6134	377	76	0.201592
6136	276	276	1
6137	48	8	0.166667
6138	22	22	1
6143	1059	169	0.159585
6144	146	146	1
6147	835	835	1
6151	3521	367	0.104232
6152	1081	986	0.912118
6153	136	20	0.147059
6154	166	22	0.13253
6155	48	48	1
6156	7640	3347	0.438089
6165	130	130	1
6167	8826	958	0.108543
6169	70	70	1
6172	415	138	0.33253
6177	7637	1167	0.152809
6178	3998	469	0.117309
6180	764	110	0.143979
6181	4117	508	0.123391
6182	311	263	0.845659
6185	387	387	1
6187	1455	1455	1
6189	510	510	1
6190	144	18	0.125
6195	196	40	0.204082
6196	11	11	1
6204	120	120	1
6209	16	16	1
6213	5750	669	0.116348
6215	297	267	0.89899
6217	10599	2927	0.276158
6221	1086	111	0.10221
6224	315	35	0.111111
6225	49	7	0.142857
6226	19	19	1
6227	931	773	0.83029
6229	1686	1018	0.603796
6230	686	686	1
6231	815	815	1
6232	2239	1952	0.871818
6234	754	104	0.137931
6237	12	12	1
6238	91	91	1
6240	21457	2929	0.136506
6241	3688	3000	0.813449
6242	3953	3483	0.881103
6243	56	56	1
6249	7	7	1
6250	1573	1570	0.998093
6251	24	24	1
6252	1979	1973	0.996968
6253	983	648	0.659207
6256	107	107	1
6258	1364	1342	0.983871
6259	3407	3098	0.909304
6260	1215	146	0.120165
6261	175	89	0.508571
6264	6824	729	0.106829
6267	1872	1428	0.762821
6268	516	516	1
6269	994	980	0.985915
6283	3703	458	0.123683
6284	170	65	0.382353
6287	95	15	0.157895
6288	10	10	1
6291	2822	2159	0.76506
6292	769	739	0.960988
6294	97	97	1
6295	337	337	1
6296	134	134	1
6299	155	41	0.264516
6300	208	26	0.125
6302	2290	510	0.222707
6303	137	34	0.248175
6304	2877	2786	0.96837
6305	163	25	0.153374
6308	1186	948	0.799325
6310	133	19	0.142857
6311	126	18	0.142857
6312	2081	263	0.126382
6314	7153	1847	0.258213
6318	736	444	0.603261
6319	490	406	0.828571
6324	8	4	0.5
6325	6118	1422	0.232429
6326	5454	1803	0.330583
6327	60	60	1
6332	208	208	1
6333	1528	1504	0.984293
6335	1596	1343	0.841479
6336	539	72	0.133581
6337	7695	883	0.11475
6339	3261	2625	0.804968
6340	723	711	0.983402
6345	21	21	1
6348	4365	368	0.084307
6349	1068	147	0.13764
6352	31	31	1
6353	610	470	0.770492
6354	78	78	1
6357	2449	338	0.138016
6360	13	13	1
6361	367	352	0.959128
6362	3049	2887	0.946868
6364	6735	1179	0.175056
6367	261	29	0.111111
6369	2170	1426	0.657143
6370	2263	226	0.0998674
6372	441	75	0.170068
6375	3	3	1
6380	97	64	0.659794
6381	189	135	0.714286
6382	43	43	1
6383	219	39	0.178082
6389	168	21	0.125
6390	18	18	1
6392	80	14	0.175
6393	1401	1387	0.990007
6394	96	12	0.125
6395	3537	3111	0.879559
6396	7069	599	0.0847362
6398	214	58	0.271028
6399	2102	384	0.182683
6402	269	54	0.200743
6403	21	21	1
6408	141	59	0.41844
6409	4824	2941	0.60966
6412	2001	1845	0.922039
6417	183	111	0.606557
6420	2860	348	0.121678
6422	887	615	0.693348
6424	11073	1033	0.09329
6425	1240	516	0.416129
6427	782	102	0.130435
6429	98	98	1
6431	239	239	1
6432	392	52	0.132653
6433	2356	2242	0.951613
6434	18039	2838	0.157326
6435	2676	2676	1
6436	3072	2190	0.712891
6437	1718	1549	0.90163
6443	214	88	0.411215
6444	18	18	1
6446	2002	1617	0.807692
6448	42	42	1
6449	4613	336	0.0728376
6451	958	958	1
6453	3801	368	0.0968166
6455	577	577	1
6460	34	34	1
6461	186	137	0.736559
6463	2766	354	0.127983
6465	163	30	0.184049
6467	25	25	1
6468	11910	4197	0.352393
6470	88	11	0.125
6471	7	7	1
6472	8951	2298	0.256731
6474	967	113	0.116856
6475	54	34	0.62963
6476	3855	2042	0.529702
6477	933	933	1
6478	626	549	0.876997
6480	1821	214	0.117518
6483	1104	938	0.849638
6486	49	49	1
6489	7	7	1
6490	1245	843	0.677108
6493	3202	2875	0.897876
6494	1336	726	0.543413
6495	8230	834	0.101337
6498	4846	799	0.164878
6499	486	486	1
6501	54	52	0.962963
6502	15	15	1
6505	597	597	1
6507	1433	173	0.120726
6509	6902	2274	0.32947
6517	69	69	1
6522	44	44	1
6523	552	348	0.630435
6524	113	41	0.362832
6525	17	17	1
6527	1394	1394	1
6528	176	176	1
6529	105	105	1
6530	6279	2592	0.412805
6532	294	294	1
6534	786	700	0.890585
6535	3243	405	0.124884
6536	602	602	1
6539	1224	1224	1
6540	704	704	1
6547	212	28	0.132075
6548	5143	556	0.108108
6550	6684	3286	0.491622
6557	729	540	0.740741
6558	81	81	1
6561	198	25	0.126263
6565	292	292	1
6567	42	42	1
6569	262	262	1
6570	46	46	1
6571	2090	1779	0.851196
6572	459	53	0.115468
6573	1411	391	0.277108
6574	255	36	0.141176
6576	1497	994	0.663995
6579	63	63	1
6581	34202	2239	0.065464
6583	22379	2560	0.114393
6591	873	359	0.411226
6597	15	15	1
6600	582	61	0.104811
6601	4368	817	0.187042
6603	3053	310	0.101539
6604	123	123	1
6605	1168	369	0.315925
6608	47	47	1
6610	11296	1469	0.130046
6612	28	28	1
6613	18	18	1
6614	389	389	1
6616	1491	1414	0.948357
6617	133	37	0.278195
6621	11	11	1
6622	914	914	1
6627	7217	1578	0.21865
6630	7335	2486	0.338923
6631	140	85	0.607143
6633	216	24	0.111111
6635	2859	328	0.114725
6636	26	26	1
6638	70	70	1
6639	393	47	0.119593
6641	308	22	0.0714286
6643	278	52	0.18705
6644	5572	1028	0.184494
6648	1205	131	0.108714
6649	150	31	0.206667
6652	1549	194	0.125242
6653	47	47	1
6654	2375	2216	0.933053
6660	328	328	1
6666	108	108	1
6667	75	75	1
6668	1292	1175	0.909443
6670	2283	288	0.12615
6671	2297	1645	0.716152
6673	435	293	0.673563
6678	608	319	0.524671
6679	14	14	1
6680	6	6	1
6681	474	474	1
6682	14	14	1
6684	34	34	1
6686	297	297	1
6690	2961	1411	0.476528
6691	112	18	0.160714
6692	308	98	0.318182
6694	6550	1089	0.16626
6697	1781	955	0.536216
6701	17	17	1
6702	232	32	0.137931
6703	157	85	0.541401
6704	8	8	1
6705	12635	2664	0.210843
6709	1207	1207	1
6713	106	92	0.867925
6718	15	3	0.2
6719	447	272	0.608501
6720	2007	1655	0.824614
6721	225	25	0.111111
6725	15	3	0.2
6729	138	138	1
6731	4351	1230	0.282694
6734	328	45	0.137195
6735	26954	3306	0.122653
6737	337	337	1
6738	263	263	1
6740	4	2	0.5
6741	10252	1116	0.108857
6742	4187	1024	0.244567
6744	322	46	0.142857
6746	840	96	0.114286
6749	723	723	1
6753	84	12	0.142857
6756	3538	376	0.106275
6757	1084	1052	0.97048
6758	2822	499	0.176825
6759	520	149	0.286538
6760	9878	1858	0.188095
6767	392	52	0.132653
6768	167	167	1
6770	918	876	0.954248
6777	823	823	1
6781	1680	218	0.129762
6784	628	330	0.525478
6785	431	157	0.364269
6788	115	115	1
6789	338	338	1
6791	5086	1751	0.344278
6792	9	9	1
6793	4148	2860	0.689489
6794	151	23	0.152318
6795	318	132	0.415094
6796	9939	1421	0.142972
6797	141	141	1
6798	276	131	0.474638
6800	600	600	1
6804	160	20	0.125
6805	124	124	1
6807	120	15	0.125
6814	2126	286	0.134525
6815	223	29	0.130045
6816	915	103	0.112568
6818	168	21	0.125
6821	242	242	1
6823	15	15	1
6830	47	47	1
6833	23	23	1
6834	34	34	1
6835	309	56	0.18123
6838	2381	696	0.292314
6839	10	10	1
6840	144	18	0.125
6846	70	10	0.142857
6847	108	108	1
6848	178	37	0.207865
6850	432	432	1
6854	14788	2407	0.162767
6856	123	63	0.512195
6858	497	477	0.959759
6863	206	28	0.135922
6865	357	70	0.196078
6866	10	10	1
6869	104	24	0.230769
6870	302	41	0.135762
6871	316	250	0.791139
6874	694	617	0.889049
6875	259	259	1
6877	284	284	1
6878	1249	834	0.667734
6880	2545	220	0.086444
6883	890	645	0.724719
6884	98	14	0.142857
6889	180	180	1
6890	393	99	0.251908
6891	1858	1495	0.804629
6893	272	272	1
6896	459	429	0.934641
6897	202	41	0.20297
6900	5769	560	0.0970705
6904	4780	1193	0.249582
6905	240	30	0.125
6906	381	381	1
6908	456	456	1
6911	3571	436	0.122095
6912	88	11	0.125
6916	1374	1313	0.955604
6917	8177	1521	0.18601
6918	35	35	1
6920	56	8	0.142857
6922	301	256	0.850498
6925	68	36	0.529412
6927	337	58	0.172107
6928	426	122	0.286385
6929	1399	588	0.4203
6931	3318	2880	0.867993
6934	1934	1860	0.961737
6937	757	757	1
6939	4038	327	0.0809807
6940	192	115	0.598958
6944	1136	1136	1
6947	252	252	1
6950	94	94	1
6953	17860	2949	0.165118
6955	3647	969	0.265698
6957	210	210	1
6958	129	80	0.620155
6959	3	3	1
6961	64	8	0.125
6962	1664	1664	1
6963	27	27	1
6965	384	74	0.192708
6968	2041	393	0.192553
6972	73	72	0.986301
6973	909	115	0.126513
6974	213	33	0.15493
6976	1160	1109	0.956034
6977	730	730	1
6982	6952	2088	0.300345
6984	56	56	1
6986	36	36	1
6989	573	283	0.493892
6990	81	81	1
6993	253	37	0.146245
6994	277	39	0.140794
6995	2838	1662	0.585624
6996	8860	1094	0.123476
6997	819	115	0.140415
7000	787	133	0.168996
7004	371	371	1
7006	157	101	0.643312
7009	2320	917	0.395259
7012	231	231	1
7013	436	116	0.266055
7016	13	13	1
7018	373	289	0.774799
7024	17	17	1
7025	10794	1748	0.161942
7027	26	26	1
7028	30	5	0.166667
7029	133	31	0.233083
7031	3970	2495	0.628463
7033	2612	2395	0.916922
7036	112	14	0.125
7037	31	31	1
7039	49	49	1
7040	296	37	0.125
7041	98	98	1
7046	496	71	0.143145
7049	417	417	1
7050	256	256	1
7052	418	404	0.966507
7055	35	35	1
7056	2731	1999	0.731966
7058	3299	409	0.123977
7059	325	59	0.181538
7062	91	91	1
7066	292	33	0.113014
7067	167	167	1
7068	114	22	0.192982
7069	815	691	0.847853
7071	575	75	0.130435
7072	5450	1247	0.228807
7073	740	740	1
7074	84	56	0.666667
7075	861	112	0.130081
7077	6244	1379	0.220852
7078	168	28	0.166667
7079	912	150	0.164474
7080	128	20	0.15625
7083	343	343	1
7085	54	54	1
7087	314	42	0.133758
7088	652	487	0.746933
7091	2044	1393	0.681507
7092	16492	1480	0.0897405
7093	94	84	0.893617
7094	24	4	0.166667
7096	264	264	1
7100	17	17	1
7102	3902	375	0.0961046
7103	85	85	1
7104	705	154	0.21844
7105	55	55	1
7107	28	28	1
7108	2961	237	0.0800405
7113	14281	2872	0.201106
7116	20127	3497	0.173747
7117	60	60	1
7119	2031	1556	0.766125
7121	56	28	0.5
7123	154	22	0.142857
7128	126	19	0.150794
7129	329	156	0.474164
7132	42	42	1
7140	6624	883	0.133303
7141	2	2	1
7142	499	499	1
7143	2464	2289	0.928977
7145	4269	1400	0.327946
7148	272	36	0.132353
7150	239	92	0.384937
7152	168	24	0.142857
7153	86	86	1
7154	1547	224	0.144796
7156	4293	2273	0.529467
7159	384	148	0.385417
7160	166	166	1
7162	10185	1365	0.134021
7163	39	39	1
7168	1981	1589	0.80212
7169	3418	323	0.0944997
7174	35	35	1
7177	1207	857	0.710025
7185	1432	1030	0.719274
7188	138	48	0.347826
7191	7215	2170	0.300762
7192	22	12	0.545455
7194	126	18	0.142857
7195	275	203	0.738182
7196	4757	444	0.0933361
7197	7459	701	0.0939804
7199	408	49	0.120098
7201	189	27	0.142857
7202	367	367	1
7208	14	14	1
7209	612	105	0.171569
7212	62	62	1
7213	842	111	0.131829
7214	57	57	1
7220	270	50	0.185185
7224	353	164	0.464589
7226	676	152	0.224852
7227	30	30	1
7228	59	23	0.389831
7229	173	40	0.231214
7230	231	33	0.142857
7231	152	152	1
7233	525	230	0.438095
7234	156	156	1
7235	25	25	1
7238	126	18	0.142857
7241	312	39	0.125
7242	196	27	0.137755
7243	5913	662	0.111957
7244	3028	1978	0.653236
7246	275	49	0.178182
7250	273	52	0.190476
7251	130	30	0.230769
7253	20	20	1
7255	761	98	0.128778
7258	18	18	1
7263	124	124	1
7264	63	63	1
7265	2331	280	0.12012
7266	33	33	1
7268	562	562	1
7270	940	183	0.194681
7271	887	239	0.269448
7272	6794	1996	0.293789
7273	410	308	0.75122
7274	146	36	0.246575
7276	196	28	0.142857
7280	547	64	0.117002
7281	6282	1479	0.235435
7282	138	90	0.652174
7283	68	26	0.382353
7286	6645	1564	0.235365
7287	132	19	0.143939
7288	1842	1542	0.837134
7292	20233	2285	0.112934
7295	4020	1729	0.4301
7296	3355	3355	1
7302	174	43	0.247126
7303	64	22	0.34375
7304	409	385	0.94132
7309	571	81	0.141856
7310	212	42	0.198113
7311	1520	661	0.434868
7312	808	808	1
7314	591	266	0.450085
7316	129	83	0.643411
7317	429	304	0.708625
7321	14	14	1
7327	123	123	1
7330	417	110	0.263789
7331	10818	1877	0.173507
7332	422	235	0.556872
7334	2	2	1
7335	792	744	0.939394
7338	5128	576	0.112324
7339	238	34	0.142857
7341	1620	1244	0.767901
7343	93	41	0.44086
7344	140	19	0.135714
7346	3126	881	0.28183
7347	3859	3631	0.940917
7350	2583	501	0.193961
7351	75	75	1
7355	863	122	0.141367
7357	44	44	1
7359	182	26	0.142857
7360	106	106	1
7362	339	181	0.533923
7363	746	64	0.0857909
7367	388	388	1
7371	89	47	0.52809
7374	179	179	1
7380	70	10	0.142857
7381	560	124	0.221429
7382	92	44	0.478261
7383	913	787	0.861993
7384	711	84	0.118143
7385	320	98	0.30625
7389	77	11	0.142857
7392	352	44	0.125
7395	2861	345	0.120587
7396	577	68	0.117851
7398	176	26	0.147727
7401	96	96	1
7409	357	46	0.128852
7412	120	120	1
7413	120	15	0.125
7414	15475	3013	0.194701
7416	126	18	0.142857
7417	19	19	1
7420	6	6	1
7421	3646	3500	0.959956
7422	140	23	0.164286
7425	91	13	0.142857
7429	849	502	0.591284
7431	2931	1596	0.544524
7432	22	22	1
7436	3821	3611	0.945041
7439	176	22	0.125
7440	36	36	1
7441	189	27	0.142857
7442	23	23	1
7444	98	98	1
7446	839	839	1
7448	332	80	0.240964
7451	50	50	1
7452	8084	1302	0.161059
7453	19006	4058	0.213512
7457	413	361	0.874092
7458	93	21	0.225806
7460	511	511	1
7461	23928	2011	0.0840438
7462	890	129	0.144944
7466	452	422	0.933628
7468	1103	1103	1
7472	304	132	0.434211
7473	588	434	0.738095
7477	39	39	1
7481	479	228	0.475992
7483	69	69	1
7486	123	89	0.723577
7487	949	885	0.932561
7488	5179	740	0.142885
7494	521	70	0.134357
7497	4330	741	0.171132
7499	449	449	1
7500	14	14	1
7501	147	147	1
7502	19626	1488	0.0758178
7507	117	17	0.145299
7510	339	307	0.905605
7513	192	192	1
7515	521	154	0.295585
7519	10	10	1
7522	61	61	1
7523	48	48	1
7524	80	80	1
7525	114	114	1
7526	252	36	0.142857
7528	77	11	0.142857
7534	108	108	1
7535	3606	398	0.110372
7538	88	11	0.125
7541	47	47	1
7546	69	69	1
7549	199	26	0.130653
7552	59	59	1
7553	184	26	0.141304
7555	911	791	0.868277
7557	25	25	1
7559	1935	1783	0.921447
7562	368	255	0.692935
7563	1342	225	0.16766
7564	8101	718	0.088631
7567	4165	2222	0.533493
7570	2306	1389	0.602342
7573	155	83	0.535484
7574	1011	650	0.642928
7575	833	543	0.651861
7577	68	68	1
7580	271	47	0.173432
7583	147	21	0.142857
7585	101	44	0.435644
7587	9786	2046	0.209074
7589	23	23	1
7591	1331	897	0.673929
7592	426	426	1
7595	146	19	0.130137
7599	8840	999	0.113009
7601	458	58	0.126638
7602	512	512	1
7604	313	277	0.884984
7606	176	22	0.125
7618	12240	1797	0.146814
7622	3411	278	0.081501
7623	1308	1182	0.90367
7631	1472	1472	1
7632	44	44	1
7633	7661	875	0.114215
7634	1125	1125	1
7635	200	56	0.28
7638	53	53	1
7647	55	55	1
7651	208	152	0.730769
7652	5626	1440	0.255954
7657	627	358	0.570973
7658	4321	967	0.223791
7660	1453	1323	0.91053
7663	43	43	1
7666	935	616	0.658824
7674	198	48	0.242424
7675	1429	1429	1
7676	487	487	1
7678	546	546	1
7679	202	51	0.252475
7683	15	15	1
7684	3192	3101	0.971491
7685	1019	1019	1
7686	2490	2490	1
7688	301	227	0.754153
7690	106	106	1
7691	1000	166	0.166
7692	122	122	1
7693	883	883	1
7694	56	56	1
7695	730	87	0.119178
7696	4976	416	0.0836013
7697	380	55	0.144737
7698	99	33	0.333333
7699	513	67	0.130604
7700	3215	1698	0.528149
7701	5544	843	0.152056
7703	67	67	1
7707	800	181	0.22625
7709	1304	154	0.118098
7711	12587	2717	0.215858
7715	2031	1531	0.753816
7717	12	12	1
7718	256	32	0.125
7719	152	20	0.131579
7720	2922	314	0.107461
7721	395	55	0.139241
7723	10222	1493	0.146058
7725	336	336	1
7728	3523	2016	0.57224
7731	478	64	0.133891
7732	292	97	0.332192
7735	1031	1031	1
7737	75	75	1
7738	33	33	1
7739	40	40	1
7740	192	120	0.625
7744	6534	839	0.128405
7747	250	77	0.308
7751	47	47	1
7752	239	221	0.924686
7753	5270	623	0.118216
7754	2851	1484	0.520519
7755	2088	339	0.162356
7757	14511	1284	0.0884846
7763	1708	1630	0.954333
7764	203	65	0.320197
7765	1026	563	0.548733
7766	60	10	0.166667
7768	143	83	0.58042
7769	1071	603	0.563025
7770	942	123	0.130573
7771	252	168	0.666667
7772	233	233	1
7773	9664	1197	0.123862
7776	191	155	0.811518
7778	1663	1645	0.989176
7779	495	57	0.115152
7782	561	470	0.83779
7783	7202	1799	0.249792
7785	147	49	0.333333
7786	787	573	0.728081
7789	2310	1966	0.851082
7791	23	23	1
7792	552	552	1
7794	20	20	1
7795	210	30	0.142857
7796	121	121	1
7799	894	816	0.912752
7801	41	41	1
7802	2788	678	0.243185
7803	437	55	0.125858
7804	41770	4036	0.0966244
7806	42	42	1
7807	212	37	0.174528
7809	1154	814	0.705373
7812	480	60	0.125
7813	857	157	0.183197
7814	399	399	1
7815	349	289	0.82808
7816	8816	1967	0.223117
7817	152	30	0.197368
7819	27	27	1
7820	18625	1958	0.105128
7823	538	70	0.130112
7826	813	813	1
7828	24	24	1
7829	13761	3084	0.224112
7830	209	28	0.133971
7831	411	79	0.192214
7832	941	489	0.51966
7833	1346	153	0.11367
7834	1396	1247	0.893266
7836	6332	524	0.0827543
7837	38	38	1
7838	43	43	1
7840	2389	278	0.116367
7843	2943	2773	0.942236
7847	518	462	0.891892
7848	1258	134	0.106518
7849	294	42	0.142857
7851	742	487	0.656334
7852	318	318	1
7857	2194	1971	0.898359
7858	442	442	1
7859	167	65	0.389222
7867	153	153	1
7868	1314	600	0.456621
7871	187	28	0.149733
7872	205	112	0.546341
7873	321	321	1
7875	34409	2797	0.0812869
7876	17	17	1
7877	62	62	1
7878	1549	1549	1
7880	1449	1449	1
7883	978	978	1
7886	2420	211	0.0871901
7888	157	23	0.146497
7891	3444	454	0.131823
7893	39	39	1
7895	5774	788	0.136474
7896	514	514	1
7897	1925	1710	0.888312
7899	21	21	1
7902	15688	2295	0.14629
7903	37	37	1
7906	120	120	1
7909	45	45	1
7910	460	250	0.543478
